GeneID,Filepath,Score,Mark
0.1_4EFB_4EFB.2.119.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.119.gene,0.1009628147066152,False
0.1_4EFB_4EFB.2.12.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.12.gene,0.1077049344965441,False
0.1_4EFB_4EFB.2.120.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.120.gene,0.1661459571791464,False
0.1_4EFB_4EFB.2.121.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.121.gene,0.1042112169686832,False
0.1_4EFB_4EFB.2.122.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.122.gene,0.1097108713343837,True
0.1_4EFB_4EFB.2.123.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.123.gene,0.1263405333581314,False
0.1_4EFB_4EFB.2.124.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.124.gene,0.1027826172727277,False
0.1_4EFB_4EFB.2.125.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.125.gene,0.1019043382606437,False
0.1_4EFB_4EFB.2.126.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.126.gene,0.1009249294819263,False
0.1_4EFB_4EFB.2.127.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.127.gene,0.1116221023870426,False
0.1_4EFB_4EFB.2.128.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.128.gene,0.108179313174963,False
0.1_4EFB_4EFB.2.129.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.129.gene,0.1013503671948434,True
0.1_4EFB_4EFB.2.13.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.13.gene,0.1216713537801691,True
0.1_4EFB_4EFB.2.130.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.130.gene,0.1053873611680558,False
0.1_4EFB_4EFB.2.131.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.131.gene,0.1130229839152625,False
0.1_4EFB_4EFB.2.132.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.132.gene,0.1003816994436104,False
0.1_4EFB_4EFB.2.133.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.133.gene,0.1267314574278938,True
0.1_4EFB_4EFB.2.134.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.134.gene,0.1009792678172057,True
0.1_4EFB_4EFB.2.135.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.135.gene,0.1522062022901117,False
0.1_4EFB_4EFB.2.136.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.136.gene,0.1051669756375102,False
0.1_4EFB_4EFB.2.137.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.137.gene,0.1057518377424333,False
0.1_4EFB_4EFB.2.138.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.138.gene,0.1115007836455868,False
0.1_4EFB_4EFB.2.139.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.139.gene,0.1152047881088042,False
0.1_4EFB_4EFB.2.14.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.14.gene,0.1028981199698415,False
0.1_4EFB_4EFB.2.140.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.140.gene,0.1360287471888048,False
0.1_4EFB_4EFB.2.141.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.141.gene,0.110763599058601,False
0.1_4EFB_4EFB.2.142.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.142.gene,0.1154169170057845,False
0.1_4EFB_4EFB.2.143.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.143.gene,0.1162517249062039,False
0.1_4EFB_4EFB.2.144.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.144.gene,0.1005020405982016,True
0.1_4EFB_4EFB.2.145.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.145.gene,0.1059395822657414,True
0.1_4EFB_4EFB.2.146.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.146.gene,0.1124620712776933,False
0.1_4EFB_4EFB.2.147.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.147.gene,0.1018955406797765,False
0.1_4EFB_4EFB.2.148.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.148.gene,0.102647059095943,True
0.1_4EFB_4EFB.2.149.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.149.gene,0.1241770103840231,False
0.1_4EFB_4EFB.2.15.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.15.gene,0.1147310475771004,False
0.1_4EFB_4EFB.2.150.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.150.gene,0.1198846426190443,False
0.1_4EFB_4EFB.2.151.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.151.gene,0.1127223390866112,False
0.1_4EFB_4EFB.2.152.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.152.gene,0.1190345092250496,False
0.1_4EFB_4EFB.2.153.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.153.gene,0.116266032991986,False
0.1_4EFB_4EFB.2.154.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.154.gene,0.1032211312752772,False
0.1_4EFB_4EFB.2.155.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.155.gene,0.1051912383145314,False
0.1_4EFB_4EFB.2.156.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.156.gene,0.1446642611650419,True
0.1_4EFB_4EFB.2.157.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.157.gene,0.1301863522001277,True
0.1_4EFB_4EFB.2.158.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.158.gene,0.1056903733769549,True
0.1_4EFB_4EFB.2.159.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.159.gene,0.1048401254695722,False
0.1_4EFB_4EFB.2.16.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.16.gene,0.1014581154910874,False
0.1_4EFB_4EFB.2.160.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.160.gene,0.1038783782536566,False
0.1_4EFB_4EFB.2.161.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.161.gene,0.1144355476604576,False
0.1_4EFB_4EFB.2.162.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.162.gene,0.1036656446264312,False
0.1_4EFB_4EFB.2.163.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.163.gene,0.1297430305848666,False
0.1_4EFB_4EFB.2.164.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.164.gene,0.1033703784148601,False
0.1_4EFB_4EFB.2.165.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.165.gene,0.1009006023089466,False
0.1_4EFB_4EFB.2.166.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.166.gene,0.1009470621339764,True
0.1_4EFB_4EFB.2.167.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.167.gene,0.105060938296019,False
0.1_4EFB_4EFB.2.168.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.168.gene,0.1188358466049891,False
0.1_4EFB_4EFB.2.169.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.169.gene,0.1319689150977073,False
0.1_4EFB_4EFB.2.17.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.17.gene,0.1023069904963933,False
0.1_4EFB_4EFB.2.170.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.170.gene,0.1073668380768968,False
0.1_4EFB_4EFB.2.171.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.171.gene,0.1176280612794051,False
0.1_4EFB_4EFB.2.172.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.172.gene,0.1055926672359895,False
0.1_4EFB_4EFB.2.173.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.173.gene,0.103264075486128,False
0.1_4EFB_4EFB.2.174.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.174.gene,0.1053241834296363,False
0.1_4EFB_4EFB.2.175.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.175.gene,0.1055396501013536,False
0.1_4EFB_4EFB.2.176.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.176.gene,0.1016510416262996,True
0.1_4EFB_4EFB.2.177.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.177.gene,0.11496901068969,False
0.1_4EFB_4EFB.2.178.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.178.gene,0.1089974562433588,True
0.1_4EFB_4EFB.2.179.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.179.gene,0.1001940105641443,False
0.1_4EFB_4EFB.2.18.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.18.gene,0.1187615844517863,False
0.1_4EFB_4EFB.2.180.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.180.gene,0.1225023029076101,False
0.1_4EFB_4EFB.2.181.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.181.gene,0.103235511182445,False
0.1_4EFB_4EFB.2.182.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.182.gene,0.1185847572279625,False
0.1_4EFB_4EFB.2.183.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.183.gene,0.1143999051483753,False
0.1_4EFB_4EFB.2.184.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.184.gene,0.1140819926363297,False
0.1_4EFB_4EFB.2.185.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.185.gene,0.1172814036798183,False
0.1_4EFB_4EFB.2.186.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.186.gene,0.1027377642865062,False
0.1_4EFB_4EFB.2.187.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.187.gene,0.100145615258777,False
0.1_4EFB_4EFB.2.188.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.188.gene,0.1030410873088375,False
0.1_4EFB_4EFB.2.189.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.189.gene,0.1195949973406994,False
0.1_4EFB_4EFB.2.19.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.19.gene,0.119120364092873,False
0.1_4EFB_4EFB.2.190.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.190.gene,0.1062493403662769,False
0.1_4EFB_4EFB.2.191.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.191.gene,0.1380679675343486,False
0.1_4EFB_4EFB.2.192.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.192.gene,0.1104042964049858,False
0.1_4EFB_4EFB.2.193.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.193.gene,0.1132051137454835,False
0.1_4EFB_4EFB.2.194.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.194.gene,0.1018496510872275,False
0.1_4EFB_4EFB.2.195.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.195.gene,0.1122730792838015,True
0.1_4EFB_4EFB.2.196.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.196.gene,0.1098201853997742,False
0.1_4EFB_4EFB.2.197.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.197.gene,0.1121007039337851,False
0.1_4EFB_4EFB.2.198.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.198.gene,0.1026449521636678,False
0.1_4EFB_4EFB.2.199.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.199.gene,0.102425682252487,False
0.1_4EFB_4EFB.2.2.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.2.gene,0.1103427730192008,True
0.1_4EFB_4EFB.2.20.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.20.gene,0.124959813844445,False
0.1_4EFB_4EFB.2.200.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.200.gene,0.1052986657071308,False
0.1_4EFB_4EFB.2.21.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.21.gene,0.1300912264840684,False
0.1_4EFB_4EFB.2.22.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.22.gene,0.1052409138001025,False
0.1_4EFB_4EFB.2.23.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.23.gene,0.1340750552609566,False
0.1_4EFB_4EFB.2.24.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.24.gene,0.1132946373119898,False
0.1_4EFB_4EFB.2.25.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.25.gene,0.1190724743278751,True
0.1_4EFB_4EFB.2.26.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.26.gene,0.1048393841736331,False
0.1_4EFB_4EFB.2.27.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.27.gene,0.1197262332133289,False
0.1_4EFB_4EFB.2.28.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.28.gene,0.1018146679836478,False
0.1_4EFB_4EFB.2.29.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.29.gene,0.1136267084191205,False
0.1_4EFB_4EFB.2.3.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.3.gene,0.1136048801026908,False
0.1_4EFB_4EFB.2.30.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.30.gene,0.1050058107944922,False
0.1_4EFB_4EFB.2.31.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.31.gene,0.106647107549321,False
0.1_4EFB_4EFB.2.32.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.32.gene,0.1216331136882824,True
0.1_4EFB_4EFB.2.33.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.33.gene,0.1157873503384964,False
0.1_4EFB_4EFB.2.34.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.34.gene,0.1335914510738016,False
0.1_4EFB_4EFB.2.35.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.35.gene,0.1114925970041238,False
0.1_4EFB_4EFB.2.36.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.36.gene,0.1110720859351247,True
0.1_4EFB_4EFB.2.37.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.37.gene,0.1119368811410711,True
0.1_4EFB_4EFB.2.38.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.38.gene,0.1001262495876215,False
0.1_4EFB_4EFB.2.39.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.39.gene,0.1096716266817247,False
0.1_4EFB_4EFB.2.4.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.4.gene,0.113048549974507,True
0.1_4EFB_4EFB.2.40.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.40.gene,0.1040817975251923,False
0.1_4EFB_4EFB.2.41.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.41.gene,0.1048775620798004,False
0.1_4EFB_4EFB.2.42.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.42.gene,0.1064234788031568,False
0.1_4EFB_4EFB.2.43.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.43.gene,0.1010824483035634,False
0.1_4EFB_4EFB.2.44.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.44.gene,0.1667224726159829,True
0.1_4EFB_4EFB.2.45.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.45.gene,0.1318602598480604,False
0.1_4EFB_4EFB.2.46.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.46.gene,0.1010434631116332,False
0.1_4EFB_4EFB.2.47.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.47.gene,0.1018599184840253,False
0.1_4EFB_4EFB.2.48.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.48.gene,0.1055399599325794,False
0.1_4EFB_4EFB.2.49.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.49.gene,0.1360027474118613,True
0.1_4EFB_4EFB.2.5.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.5.gene,0.1079026971402016,False
0.1_4EFB_4EFB.2.50.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.50.gene,0.1276896052459872,False
0.1_4EFB_4EFB.2.51.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.51.gene,0.1287945956350351,False
0.1_4EFB_4EFB.2.52.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.52.gene,0.1059611536473402,False
0.1_4EFB_4EFB.2.53.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.53.gene,0.1083712110988789,False
0.1_4EFB_4EFB.2.54.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.54.gene,0.1150740903529903,False
0.1_4EFB_4EFB.2.55.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.55.gene,0.1281482895637667,False
0.1_4EFB_4EFB.2.56.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.56.gene,0.1046283138504781,False
0.1_4EFB_4EFB.2.57.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.57.gene,0.1020849837103001,False
0.1_4EFB_4EFB.2.58.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.58.gene,0.1152625530337876,False
0.1_4EFB_4EFB.2.59.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.59.gene,0.1157762774361532,False
0.1_4EFB_4EFB.2.6.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.6.gene,0.1129291081776084,False
0.1_4EFB_4EFB.2.60.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.60.gene,0.1203040757855294,False
0.1_4EFB_4EFB.2.61.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.61.gene,0.1083533369575015,False
0.1_4EFB_4EFB.2.62.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.62.gene,0.1453062583994383,False
0.1_4EFB_4EFB.2.63.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.63.gene,0.1034988118846614,False
0.1_4EFB_4EFB.2.64.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.64.gene,0.1001743864922649,False
0.1_4EFB_4EFB.2.65.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.65.gene,0.1124555850048323,False
0.1_4EFB_4EFB.2.66.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.66.gene,0.1012817227071194,False
0.1_4EFB_4EFB.2.67.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.67.gene,0.1125807435559533,False
0.1_4EFB_4EFB.2.68.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.68.gene,0.1144413064041807,False
0.1_4EFB_4EFB.2.69.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.69.gene,0.1173454147956672,False
0.1_4EFB_4EFB.2.7.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.7.gene,0.1091394817014179,False
0.1_4EFB_4EFB.2.70.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.70.gene,0.1036077766760668,False
0.1_4EFB_4EFB.2.71.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.71.gene,0.1108980533181493,False
0.1_4EFB_4EFB.2.72.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.72.gene,0.1033550163451315,False
0.1_4EFB_4EFB.2.73.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.73.gene,0.1185656045872687,False
0.1_4EFB_4EFB.2.74.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.74.gene,0.1097629415736085,True
0.1_4EFB_4EFB.2.75.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.75.gene,0.1075295368002783,False
0.1_4EFB_4EFB.2.76.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.76.gene,0.1116560349784376,False
0.1_4EFB_4EFB.2.77.gene,Genes/6-stroke genes/min score 0.1/maint_0.1 on 4EFB.2/4EFB.2.77.gene,0.1045504615945639,False
